0.00031356,0.00099602,2.6708e-05,0.00015131,0.0002518,4.65e-05,7.8323e-05,0.00025203,7.9023e-05,0.0014536
0.00023197,0.00041432,2.4282e-05,7.1055e-05,0.00021403,7.8123e-05,5.1904e-05,0.00016798,5.9711e-05,0.0013463
0.00021553,0.00026718,1.9684e-05,0.00020085,0.00020933,5.3718e-05,6.183e-05,0.00015632,4.8036e-05,0.00076604
0.00020508,0.00041732,2.0346e-05,7.9899e-05,0.00021524,7.7863e-05,4.7296e-05,7.1721e-05,6.5867e-05,0.0013966
0.00027034,0.00055114,2.1761e-05,7.9807e-05,0.00016699,5.1696e-05,3.8261e-05,0.0001102,5.644e-05,0.00051679
0.0001814,0.00020006,3.0125e-05,0.00010917,0.00013231,2.6197e-05,6.0869e-05,9.9941e-05,3.3877e-05,0.00028716
0.00037066,0.00021642,6.5973e-05,0.00010757,0.00011716,2.7265e-05,2.2785e-05,3.4219e-05,2.3741e-05,0.00022401
0.00046082,0.00032089,5.2085e-05,0.00014027,0.00040138,5.0432e-05,4.563e-05,8.9023e-05,7.1782e-05,0.00019957
0.00069098,0.00044464,0.00010713,0.0002253,0.0003785,5.3903e-05,8.5196e-05,0.00014679,8.5013e-05,0.00040879
0.00032764,0.00034693,6.2085e-05,9.5715e-05,0.00017989,4.7445e-05,7.5362e-05,5.4679e-05,4.4983e-05,0.00039464
0.00035984,0.00062927,5.2469e-05,0.00014107,0.00047409,3.2501e-05,5.0699e-05,0.00018512,5.6637e-05,0.00031732
0.00030815,0.00054211,6.6323e-05,0.00026888,0.00022758,5.8051e-05,7.7097e-05,0.00013649,7.4441e-05,0.0003318
0.00035352,0.0004244,6.4016e-05,9.9876e-05,0.00032737,2.1133e-05,5.3317e-05,6.6684e-05,5.0053e-05,0.00029088
0.00031633,0.00029876,5.8333e-05,0.0001026,0.00019311,5.5827e-05,4.0605e-05,0.00039591,6.5659e-05,0.00040039
0.000162,0.00033222,3.5538e-05,7.0869e-05,0.00025844,8.5966e-05,5.9239e-05,8.8172e-05,6.4449e-05,0.00028887
0.00027504,0.00079957,5.8046e-05,3.7503e-05,0.00029803,8.6332e-05,4.3036e-05,5.6429e-05,4.3332e-05,0.00028209
0.0001666,0.00055302,3.7879e-05,7.4315e-05,0.00012364,8.812e-05,3.1146e-05,5.3175e-05,3.28e-05,0.0010438
0.00046542,0.00055829,1.9205e-05,3.7636e-05,0.00013587,5.3315e-05,4.6439e-05,0.00011914,2.5131e-05,0.0004147
0.00021919,0.0003884,4.1228e-05,0.00010641,0.000107,5.8068e-05,3.2505e-05,7.4675e-05,4.4774e-05,0.00026063
0.00028508,0.0006972,4.2138e-05,0.00014876,0.00031442,5.1805e-05,6.0206e-05,7.4625e-05,7.9214e-05,0.00071491
